mogi
2783
2729
2998
3392
3137
2849
2819
2926
5639
5639
5639
1713
2323
5430
8425
3935
6276
7851
10366
2926
16089
3450
3479
10082
10540
5488
4262
4636
16214
5448
5350
10706
4828
4857
3269
3304
3455
3721
3440
3466
3161
3713
3399
4172
5474
4680
4599
4662
4421
3577
4412
3039
4497
6747
4712
4104
5243
4730
5286
7108
7146
8700
9520
11659
8229
7150
8613
8141
6335
7024
7240
6338
5818
6278
6505
6136
4380
4200
5005
5225
6313
5753
5426
4390
6509
5340
5065
3947
5054
4615
5203
5598
11746
7186
8809
6972
4902
4832
5335
5799
4441
5086
5275
6053
7524
8846
8844
7406
6111
6120
5487
4602
4799
5413
7639
7337
4678
9949
9093
8316
6635
7532
7674
5831
4541
4794
5408
7523
4481
4242
4475
3880
3629
3675
4924
4670
4109
4109
3822
2987
3089
3493
3452
3704
3825
4074
3084
3192
3533
3155
3593
3842
4161
3169
980
5026
2571
2453
1902
2386
1959
1935
1466
560
394
898
1524
1599
1745
1821
2028
2131
2489
2338
2604
2422
4177
2153
1785
1212
252
326
151
27
4115
4115
2123
200
1965
2687
1228
2381
2709
2182
1883
2376
1942
2838
3341
3673
3103
7318
3896
4433
5112
9818
6076
5532
6788
5275
5975
6949
6220
5910
5403
6230
6029
9643
7316
8140
26441
15775
6958
7232
6237
5676
5469
6247
5100
4112
3632
5415
5483
7859
6398
6400
6213
7008
7509
7299
7687
8328
7782
7621
7125
8079
6990
10183
5468
4824
3581
4222
4334
5191
4574
5063
5216
4264
4431
5017
4533
6677
3866
5044
6188
6285
6162
13430
5784
6949
8177
8799
12958
7497
6249
5928
5175
7386
3874
4986
4885
5508
3913
7906
7106
13827
10661
19309
7335
8356
9036
8681
6020
4876
4564
4077
4238
3222
2783
2341
3232
2816
5067
5762
1918
2847
1848
1973
3339
3718
4083
4148
4383
3511
5339
6994
4622
8553
6065
7599
6871
5432
5545
6436
6436
6436
6457
5300
10302
9935
11616
11464
12566
12727
3531
3384
4333
4316
4033
19458
16871
4161
3996
3289
2976
1066
1076
1582
2632
1967
1628
1922
2728
1999
2381
2586
2257
4279
3909
3590
920
2878
1164
1120
2305
947
57
190
1057
1347
1249
1284
1187
1208
969
1115
1415
1287
1304
2064
1876
1330
2047
1974
2031
2228
2025
2086
2116
2064
2099
1882
3017
1921
2161
2142
2293
2520
2131
2081
2317
1948
2043
2206
2360
1292
1722
2427
2442
2613
2792
2697
2558
2986
3272
3714
3480
3947
3931
3969
4069
4666
5131
4714
5298
5862
6250
6136
6007
6183
6681
5803
6094
5489
4774
4894
3999
4588
3794
2140
3291
3067
3928
4552
4428
4362
5447
5155
5492
6136
6299
5717
5957
3849
4511
4474
3590
4027
4723
5016
3964
4989
3903
3999
3717
3718
4362
3885
4233
3702
3911
3936
4018
3627
3615
3351
3658
3363
3944
3978
3829
3847
3702
3662
3156
4089
3381
2979
2347
3011
2853
3435
2928
3160
3549
3307
2985
2874
3519
3789
3774
3365
3546
4284
3709
3811
3255
3308
3478
3572
3330
3217
3379
3556
3899
4201
3692
3511
3975
3302
3436
3161
2342
4307
3281
3553
3638
2741
3672
3771
3500
2718
1610
672
1701
2566
2833
2416
2473
1773
2133
1818
2293
1825
1189
1109
1361
1619
1469
1671
149
154
1837
1871
468
1052
1717
2246
1361
2931
1988
2906
2422
3117
1533
2376
3076
3529
1964
1634
1849
2837
2680
2708
2119
2663
2636
2778
3160
3154
3480
2838
3229
3178
3270
2828
2977
2760
3119
3491
3122
3198
3581
4152
3417
4163
4640
4516
4746
4943
5323
4605
4442
4545
5080
5010
4673
4830
4664
3285
3709
2937
3318
3076
3106
1791
2434
2684
2583
3000
3167
3600
3235
2524
2861
2771
3597
3489
3870
3679
3381
3835
4147
4232
4105
4077
3972
4223
4230
4382
3828
3579
3975
2685
2834
2589
2337
2732
2888
3455
3021
2696
2383
3102
2453
2041
2527
2650
2175
1746
1318
1551
1176
1326
823
1222
1229
1543
1985
2221
1914
1709
2116
1770
1498
1261
1487
1360
1260
1799
1846
1911
1744
1571
1649
1815
1626
1725
1990
2254
2295
3336
3450
3183
3112
3194
2737
3348
3542
2591
2757
2587
2200
1731
2018
2031
1634
1396
1549
2487
1221
1340
1149
752
1464
269
296
329
351
724
894
568
435
853
809
634
486
444
370
379
765
301
95
72
24
148
1345
1507
1258
1137
1315
1108
1172
1031
1169
1300
1636
1633
1543
1364
1395
1421
1629
1531
1697
1698
1533
1973
1856
1715
1543
1523
1724
1310
1975
2127
1596
1859
1824
1858
1933
1927
1805
1867
1902
2399
2214
1867
2216
2247
2313
2047
2201
2827
2864
3026
3427
3624
3909
3499
3676
3651
4436
3666
5309
4744
5113
5525
5547
5555
5538
5994
5791
5374
4811
4802
4600
4951
4828
5670
5523
6137
4599
5116
5144
5566
4361
3667
4437
4675
4418
3046
4017
3552
4158
3500
3068
3431
2904
2534
2482
2281
2378
2290
2028
1958
2024
2283
2350
2115
2012
2646
2073
1596
2183
1935
2134
2505
2565
2679
3312
3226
2481
2651
2835
2604
2911
2591
2559
2352
2506
2742
2564
2900
2914
3141
3008
3361
3310
2797
2580
2518
3337
2530
3592
3865
3058
2935
2534
2677
2193
2704
2283
2344
2392
2521
2393
2592
2631
2569
2493
2445
2503
3150
2136
2471
731
847
861
1111
1872
1573
1135
609
624
874
707
1244
896
901
936
1004
1125
1276
725
181
266
439
206
185
